"日付け","終値","始値","高値","安値","出来高","変化率 %"
"2011-08-01","1,831.70","1,622.20","1,917.90","1,608.20","5.78M","12.29%"
"2011-07-01","1,631.20","1,501.50","1,637.50","1,478.30","3.35M","8.54%"
"2011-06-01","1,502.80","1,536.60","1,559.30","1,490.80","2.86M","-2.21%"
"2011-05-01","1,536.80","1,566.80","1,577.40","1,462.50","4.03M","-1.26%"
"2011-04-01","1,556.40","1,433.80","1,569.80","1,413.50","2.91M","8.09%"
"2011-03-01","1,439.90","1,411.60","1,448.60","1,380.70","3.60M","2.13%"
"2011-02-01","1,409.90","1,334.00","1,418.80","1,325.40","2.52M","5.65%"
"2011-01-01","1,334.50","1,420.40","1,424.40","1,309.10","3.65M","-6.11%"
"2010-12-01","1,421.40","1,387.70","1,432.50","1,361.60","2.63M","2.55%"
"2010-11-01","1,386.10","1,359.70","1,424.30","1,325.50","4.35M","2.10%"
"2010-10-01","1,357.60","1,309.60","1,388.10","1,307.30","3.43M","3.67%"
"2010-09-01","1,309.60","1,250.30","1,317.50","1,237.90","2.42M","4.74%"
"2010-08-01","1,250.30","1,183.80","1,251.80","1,176.70","1.96M","5.61%"
"2010-07-01","1,183.90","1,243.00","1,244.80","1,155.60","3.00M","-4.98%"
"2010-06-01","1,245.90","1,216.70","1,266.50","1,198.10","2.66M","2.54%"
"2010-05-01","1,215.00","1,181.00","1,249.70","1,156.20","3.78M","2.91%"
"2010-04-01","1,180.70","1,114.60","1,182.50","1,112.30","2.73M","5.94%"
"2010-03-01","1,114.50","1,119.00","1,145.80","1,084.80","3.47M","-0.39%"
"2010-02-01","1,118.90","1,081.90","1,131.50","1,044.50","3.36M","3.24%"
"2010-01-01","1,083.80","1,099.00","1,163.00","1,074.40","3.65M","-1.13%"
"2009-12-01","1,096.20","1,181.40","1,227.50","1,075.20","3.77M","-7.28%"
"2009-11-01","1,182.30","1,043.40","1,196.80","1,042.20","3.58M","13.64%"
"2009-10-01","1,040.40","1,008.30","1,072.00","987.00","3.02M","3.08%"
"2009-09-01","1,009.30","952.00","1,025.80","947.50","2.60M","5.85%"
"2009-08-01","953.50","954.50","974.30","931.30","1.62M","-0.24%"
"2009-07-01","955.80","926.10","960.00","904.80","2.11M","3.06%"
"2009-06-01","927.40","981.00","992.10","913.20","2.09M","-5.40%"
"2009-05-01","980.30","888.90","982.00","880.50","2.05M","10.00%"
"2009-04-01","891.20","920.00","935.80","865.00","1.65M","-3.65%"
"2009-03-01","925.00","940.30","967.80","882.70","2.64M","-1.86%"
"2009-02-01","942.50","924.60","1,007.70","890.30","2.25M","1.52%"
"2009-01-01","928.40","883.00","931.30","801.50","2.42M","4.99%"
"2008-12-01","884.30","819.00","892.00","741.20","1.77M","7.97%"
"2008-11-01","819.00","727.00","833.50","698.20","2.25M","14.04%"
"2008-10-01","718.20","876.90","936.30","681.00","2.85M","-18.46%"
"2008-09-01","880.80","842.20","932.00","739.80","3.80M","5.46%"
"2008-08-01","835.20","922.90","926.00","777.70","2.77M","-9.48%"
"2008-07-01","922.70","928.00","989.60","902.70","3.53M","-0.60%"
"2008-06-01","928.30","891.30","937.70","859.60","2.47M","4.13%"
"2008-05-01","891.50","879.00","935.40","846.40","2.77M","3.05%"
"2008-04-01","865.10","920.50","956.20","864.10","2.56M","-6.12%"
"2008-03-01","921.50","975.60","1,033.90","904.70","3.19M","-5.49%"
"2008-02-01","975.00","929.80","978.50","888.40","2.41M","5.06%"
"2008-01-01","928.00","837.50","942.20","837.50","3.12M","10.74%"
"2007-12-01","838.00","789.40","847.40","783.00","1.53M","6.20%"
"2007-11-01","789.10","799.40","848.00","773.40","3.11M","-0.78%"
"2007-10-01","795.30","750.60","800.80","726.30","2.34M","6.04%"
"2007-09-01","750.00","681.90","752.80","680.10","1.88M","9.99%"
"2007-08-01","681.90","675.30","688.10","651.60","1.52M","0.38%"
"2007-07-01","679.30","651.60","688.40","646.70","1.74M","4.36%"
"2007-06-01","650.90","666.50","679.50","641.10","1.40M","-2.37%"
"2007-05-01","666.70","681.20","693.30","651.50","1.75M","-2.46%"
"2007-04-01","683.50","671.10","698.00","661.70","1.30M","2.17%"
"2007-03-01","669.00","672.80","680.20","634.50","1.62M","-0.52%"
"2007-02-01","672.50","658.50","692.50","648.00","1.41M","2.22%"
"2007-01-01","657.90","639.20","660.70","603.00","1.48M","3.12%"
"2006-12-01","638.00","655.00","655.80","615.00","758.89K","-2.28%"
"2006-11-01","652.90","607.50","654.50","607.50","921.26K","7.60%"
"2006-10-01","606.80","606.20","613.20","563.00","739.09K","0.43%"
"2006-09-01","604.20","633.60","648.70","576.50","791.58K","-4.73%"
"2006-08-01","634.20","646.50","668.20","615.50","740.73K","-1.95%"
"2006-07-01","646.80","627.00","677.50","602.50","998.44K","5.00%"
"2006-06-01","616.00","649.80","651.30","546.40","1.05M","-5.08%"
"2006-05-01","649.00","656.80","732.00","636.50","1.65M","-0.84%"
"2006-04-01","654.50","587.80","658.20","586.30","1.16M","11.56%"
"2006-03-01","586.70","563.10","594.60","534.50","1.56M","4.04%"
"2006-02-01","563.90","575.10","579.50","537.80","1.08M","-2.02%"
"2006-01-01","575.50","519.90","577.30","517.60","1.51M","10.74%"
"2005-12-01","519.70","498.00","544.50","492.20","1.06M","4.21%"
"2005-11-01","498.70","466.50","506.70","456.10","1.36M","6.81%"
"2005-10-01","466.90","471.50","483.10","462.00","1.10M","-1.14%"
"2005-09-01","472.30","438.40","479.00","438.30","1.29M","7.81%"
