タイトル,年月,売上予測,関連ジャンル,サービス終了日
爆走ドリフターズ,2021/06,113万G,GAME RACING,2023-06-13
爆走ドリフターズ,2021/05,379万G,GAME RACING,2023-06-13
爆走ドリフターズ,2021/04,397万G,GAME RACING,2023-06-13
爆走ドリフターズ,2021/03,466万G,GAME RACING,2023-06-13
爆走ドリフターズ,2021/02,968万G,GAME RACING,2023-06-13
爆走ドリフターズ,2021/01,424万G,GAME RACING,2023-06-13
爆走ドリフターズ,2022/12,303万G,GAME RACING,2023-06-13
爆走ドリフターズ,2022/11,46万G,GAME RACING,2023-06-13
爆走ドリフターズ,2022/04,303万G,GAME RACING,2023-06-13
爆走ドリフターズ,2022/03,"1,282万G",GAME RACING,2023-06-13
爆走ドリフターズ,2022/02,837万G,GAME RACING,2023-06-13
爆走ドリフターズ,2022/01,"1,387万G",GAME RACING,2023-06-13
爆走ドリフターズ,2023/01,91万G,GAME RACING,2023-06-13
【新作】フリージング エクステンション - 学園美少女RPG,2018/10,323万G,,2019-10-31
【新作】フリージング エクステンション - 学園美少女RPG,2018/09,"4,702万G",,2019-10-31
【新作】フリージング エクステンション - 学園美少女RPG,2018/08,"1,305万G",,2019-10-31
【新作】フリージング エクステンション - 学園美少女RPG,2019/08,3万G,,2019-10-31
【新作】フリージング エクステンション - 学園美少女RPG,2019/07,13万G,,2019-10-31
真・三國無双 斬,2018/12,2.76億G,GAME ACT,2022-10-27
真・三國無双 斬,2018/11,3.00億G,GAME ACT,2022-10-27
真・三國無双 斬,2018/10,4.24億G,GAME ACT,2022-10-27
真・三國無双 斬,2018/09,2.68億G,GAME ACT,2022-10-27
真・三國無双 斬,2019/12,"4,636万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/11,"5,357万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/10,"6,424万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/09,"7,949万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/08,"5,754万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/07,"7,541万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/06,"7,609万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/05,"8,558万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/04,"8,472万G",GAME ACT,2022-10-27
真・三國無双 斬,2019/03,1.62億G,GAME ACT,2022-10-27
真・三國無双 斬,2019/02,1.93億G,GAME ACT,2022-10-27
真・三國無双 斬,2019/01,1.99億G,GAME ACT,2022-10-27
真・三國無双 斬,2020/12,"2,195万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/11,"2,425万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/10,"2,378万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/09,"3,318万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/08,"2,555万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/07,"3,269万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/06,"2,934万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/05,"3,652万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/04,"5,573万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/03,"5,162万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/02,"5,597万G",GAME ACT,2022-10-27
真・三國無双 斬,2020/01,"5,024万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/12,"2,852万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/11,"2,690万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/10,"2,496万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/09,603万G,GAME ACT,2022-10-27
真・三國無双 斬,2021/08,"2,306万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/07,"2,193万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/06,"2,660万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/05,"3,137万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/04,"3,980万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/03,"3,136万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/02,"3,164万G",GAME ACT,2022-10-27
真・三國無双 斬,2021/01,"2,808万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/08,"1,566万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/07,"2,224万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/06,"2,175万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/05,"2,921万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/04,"4,380万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/03,"2,258万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/02,"2,081万G",GAME ACT,2022-10-27
真・三國無双 斬,2022/01,"3,097万G",GAME ACT,2022-10-27
テラウォーズ,2019/10,10万G,,2019-12-24
テラウォーズ,2019/09,10万G,,2019-12-24
テラウォーズ,2019/08,7万G,,2019-12-24
テラウォーズ,2019/07,243万G,,2019-12-24
アークザラッド R,2018/12,1.41億G,,2021-06-30
アークザラッド R,2018/11,1.87億G,,2021-06-30
アークザラッド R,2018/10,2.18億G,,2021-06-30
アークザラッド R,2018/09,3.92億G,,2021-06-30
アークザラッド R,2018/08,1.30億G,,2021-06-30
アークザラッド R,2019/12,"2,091万G",,2021-06-30
アークザラッド R,2019/11,"1,497万G",,2021-06-30
アークザラッド R,2019/10,"1,918万G",,2021-06-30
アークザラッド R,2019/09,"4,672万G",,2021-06-30
アークザラッド R,2019/08,"6,661万G",,2021-06-30
アークザラッド R,2019/07,"7,042万G",,2021-06-30
アークザラッド R,2019/06,1.05億G,,2021-06-30
アークザラッド R,2019/05,"5,508万G",,2021-06-30
アークザラッド R,2019/04,1.28億G,,2021-06-30
アークザラッド R,2019/03,1.54億G,,2021-06-30
アークザラッド R,2019/02,2.06億G,,2021-06-30
アークザラッド R,2019/01,1.97億G,,2021-06-30
アークザラッド R,2020/12,"1,846万G",,2021-06-30
アークザラッド R,2020/11,"2,263万G",,2021-06-30
アークザラッド R,2020/10,"1,975万G",,2021-06-30
アークザラッド R,2020/09,"2,809万G",,2021-06-30
アークザラッド R,2020/08,"6,566万G",,2021-06-30
アークザラッド R,2020/07,"1,812万G",,2021-06-30
アークザラッド R,2020/06,"1,628万G",,2021-06-30
アークザラッド R,2020/05,"2,178万G",,2021-06-30
アークザラッド R,2020/04,"4,048万G",,2021-06-30
アークザラッド R,2020/03,"2,552万G",,2021-06-30
アークザラッド R,2020/02,"2,892万G",,2021-06-30
アークザラッド R,2020/01,"3,232万G",,2021-06-30
アークザラッド R,2021/04,395万G,,2021-06-30
アークザラッド R,2021/03,"1,478万G",,2021-06-30
アークザラッド R,2021/02,"1,672万G",,2021-06-30
アークザラッド R,2021/01,"1,935万G",,2021-06-30
イドラ ファンタシースターサーガ,2018/12,2.28億G,,2022-01-12
イドラ ファンタシースターサーガ,2018/11,"2,174万G",,2022-01-12
イドラ ファンタシースターサーガ,2019/12,1.30億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/11,1.41億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/10,1.47億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/09,1.51億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/08,1.20億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/07,"9,726万G",,2022-01-12
イドラ ファンタシースターサーガ,2019/06,"9,438万G",,2022-01-12
イドラ ファンタシースターサーガ,2019/05,1.37億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/04,1.03億G,,2022-01-12
イドラ ファンタシースターサーガ,2019/03,"3,213万G",,2022-01-12
イドラ ファンタシースターサーガ,2019/02,"3,926万G",,2022-01-12
イドラ ファンタシースターサーガ,2019/01,"9,910万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/12,"5,956万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/11,"7,563万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/10,"5,202万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/09,"4,707万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/08,"6,401万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/07,"5,415万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/06,"7,911万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/05,"7,088万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/04,"1,640万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/03,"8,518万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/02,"8,796万G",,2022-01-12
イドラ ファンタシースターサーガ,2020/01,"8,214万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/11,264万G,,2022-01-12
イドラ ファンタシースターサーガ,2021/10,"3,760万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/09,"1,599万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/08,"2,935万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/07,"3,865万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/06,"4,078万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/05,"4,214万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/04,"3,052万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/03,"4,483万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/02,"4,505万G",,2022-01-12
イドラ ファンタシースターサーガ,2021/01,"3,107万G",,2022-01-12
トロとパズル ~どこでもいっしょ~　（トロパズル）,2019/12,"4,335万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2019/11,"5,985万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2019/10,"6,454万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/12,761万G,,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/11,943万G,,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/10,"1,334万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/09,"1,208万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/08,"1,059万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/07,"1,611万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/06,"1,535万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/05,"1,956万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/04,"1,503万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/03,"2,948万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/02,"3,184万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2020/01,"3,204万G",,2021-05-10
トロとパズル ~どこでもいっしょ~　（トロパズル）,2021/01,349万G,,2021-05-10
オンエア！,2018/12,"3,712万G",,2020-10-30
オンエア！,2018/11,"4,713万G",,2020-10-30
オンエア！,2018/10,"4,749万G",,2020-10-30
オンエア！,2018/09,"8,313万G",,2020-10-30
オンエア！,2018/08,"4,741万G",,2020-10-30
オンエア！,2019/12,"1,611万G",,2020-10-30
オンエア！,2019/11,901万G,,2020-10-30
オンエア！,2019/10,"3,147万G",,2020-10-30
オンエア！,2019/09,"3,607万G",,2020-10-30
オンエア！,2019/08,1.53億G,,2020-10-30
オンエア！,2019/07,"2,403万G",,2020-10-30
オンエア！,2019/06,"5,741万G",,2020-10-30
オンエア！,2019/05,"3,046万G",,2020-10-30
オンエア！,2019/04,"4,597万G",,2020-10-30
オンエア！,2019/03,"2,241万G",,2020-10-30
オンエア！,2019/02,"4,572万G",,2020-10-30
オンエア！,2019/01,"3,413万G",,2020-10-30
オンエア！,2020/09,869万G,,2020-10-30
オンエア！,2020/08,"6,283万G",,2020-10-30
オンエア！,2020/07,"1,786万G",,2020-10-30
オンエア！,2020/06,"1,527万G",,2020-10-30
オンエア！,2020/05,"2,580万G",,2020-10-30
オンエア！,2020/04,"2,968万G",,2020-10-30
オンエア！,2020/03,"1,048万G",,2020-10-30
オンエア！,2020/02,"1,361万G",,2020-10-30
オンエア！,2020/01,"2,270万G",,2020-10-30
リボルバーズエイト - リボハチ,2019/10,285万G,,2019-12-26
リボルバーズエイト - リボハチ,2019/09,34万G,,2019-12-26
リボルバーズエイト - リボハチ,2019/08,824万G,,2019-12-26
リボルバーズエイト - リボハチ,2019/07,920万G,,2019-12-26
リボルバーズエイト - リボハチ,2019/06,716万G,,2019-12-26
リボルバーズエイト - リボハチ,2019/05,"2,109万G",,2019-12-26
リボルバーズエイト - リボハチ,2019/04,"4,465万G",,2019-12-26
リボルバーズエイト - リボハチ,2019/03,"7,801万G",,2019-12-26
リボルバーズエイト - リボハチ,2019/02,1.41億G,,2019-12-26
リボルバーズエイト - リボハチ,2019/01,"4,082万G",,2019-12-26
ホップステップジャンパーズ,2018/12,"2,147万G",,2020-01-20
ホップステップジャンパーズ,2019/11,79万G,,2020-01-20
ホップステップジャンパーズ,2019/10,185万G,,2020-01-20
ホップステップジャンパーズ,2019/09,233万G,,2020-01-20
ホップステップジャンパーズ,2019/08,271万G,,2020-01-20
ホップステップジャンパーズ,2019/07,201万G,,2020-01-20
ホップステップジャンパーズ,2019/06,105万G,,2020-01-20
ホップステップジャンパーズ,2019/02,209万G,,2020-01-20
ホップステップジャンパーズ,2019/01,578万G,,2020-01-20
ワールドエンドヒーローズ,2018/12,"1,233万G",,2020-08-20
ワールドエンドヒーローズ,2018/11,"5,652万G",,2020-08-20
ワールドエンドヒーローズ,2019/12,"1,777万G",,2020-08-20
ワールドエンドヒーローズ,2019/11,1.08億G,,2020-08-20
ワールドエンドヒーローズ,2019/10,414万G,,2020-08-20
ワールドエンドヒーローズ,2019/09,"1,170万G",,2020-08-20
ワールドエンドヒーローズ,2019/08,"2,411万G",,2020-08-20
ワールドエンドヒーローズ,2019/07,"3,253万G",,2020-08-20
ワールドエンドヒーローズ,2019/06,"2,612万G",,2020-08-20
ワールドエンドヒーローズ,2019/05,"1,826万G",,2020-08-20
ワールドエンドヒーローズ,2019/04,"1,547万G",,2020-08-20
ワールドエンドヒーローズ,2019/03,"1,323万G",,2020-08-20
ワールドエンドヒーローズ,2019/02,"1,717万G",,2020-08-20
ワールドエンドヒーローズ,2019/01,"1,129万G",,2020-08-20
ワールドエンドヒーローズ,2020/05,"1,271万G",,2020-08-20
ワールドエンドヒーローズ,2020/04,814万G,,2020-08-20
ワールドエンドヒーローズ,2020/03,"2,662万G",,2020-08-20
ワールドエンドヒーローズ,2020/02,"2,670万G",,2020-08-20
ワールドエンドヒーローズ,2020/01,"1,331万G",,2020-08-20
ArkResona -アークレゾナ-,2019/11,178万G,,2020-01-31
ArkResona -アークレゾナ-,2019/10,"1,035万G",,2020-01-31
ArkResona -アークレゾナ-,2019/09,"3,255万G",,2020-01-31
ArkResona -アークレゾナ-,2019/08,"8,765万G",,2020-01-31
シンエンレジスト,2018/09,378万G,,2019-04-26
シンエンレジスト,2018/08,189万G,,2019-04-26
シンエンレジスト,2018/07,"1,443万G",,2019-04-26
転生したらスライムだった件 ～魔国連邦創世記～,2018/12,2.56億G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2018/11,1.56億G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/12,"2,039万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/11,"3,607万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/10,638万G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/09,"1,349万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/08,"3,057万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/07,"4,721万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/06,"4,851万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/05,"3,325万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/04,"4,046万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/03,"8,024万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/02,1.06億G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2019/01,1.61億G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/12,"1,208万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/11,"2,944万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/10,"2,575万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/09,"1,983万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/08,"2,290万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/07,"3,049万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/06,"3,507万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/05,"2,552万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/04,"1,963万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/03,"3,354万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/02,"3,181万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2020/01,"2,414万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/12,"3,439万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/11,"3,156万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/10,"8,051万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/09,"8,492万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/08,"6,174万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/07,"7,328万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/06,"4,126万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/05,"7,031万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/04,"7,525万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/03,"7,608万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/02,"6,015万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2021/01,"4,585万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/12,"2,098万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/11,"2,267万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/10,"1,972万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/09,"2,104万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/08,"2,336万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/07,"2,280万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/06,"2,215万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/05,"2,473万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/04,"2,675万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/03,"2,724万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/02,"2,859万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2022/01,"3,457万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/12,341万G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/11,177万G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/10,79万G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/09,669万G,GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/08,"1,502万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/07,"2,049万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/06,"1,784万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/05,"1,933万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/04,"2,034万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/03,"2,202万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/02,"2,071万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2023/01,"2,348万G",GAME ADV RPG,2024-05-27
転生したらスライムだった件 ～魔国連邦創世記～,2024/02,121万G,GAME ADV RPG,2024-05-27
ヴァンガード ZERO,2019/12,"7,599万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/12,"3,468万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/11,"5,027万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/10,"2,811万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/09,"3,738万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/08,"3,987万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/07,"4,261万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/06,"5,909万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/05,"4,426万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/04,"6,869万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/03,"8,982万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/02,"3,260万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2020/01,"5,021万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/12,"6,988万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/11,"5,347万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/10,"5,005万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/09,926万G,GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/08,"4,322万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/07,"4,514万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/06,"5,299万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/05,"3,788万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/04,"3,604万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/03,"3,303万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/02,"4,061万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2021/01,"2,657万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/12,"4,261万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/11,"3,251万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/10,"4,320万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/09,"3,130万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/08,"3,044万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/07,"3,548万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/06,"4,136万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/05,"4,098万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/04,"3,669万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/03,"4,013万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/02,"3,854万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2022/01,"8,411万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2023/04,659万G,GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2023/03,"1,768万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2023/02,"2,517万G",GAME RPG CARD,2023-06-30
ヴァンガード ZERO,2023/01,"4,428万G",GAME RPG CARD,2023-06-30
妖怪ウォッチ メダルウォーズ,2019/09,207万G,,2020-12-03
妖怪ウォッチ メダルウォーズ,2019/08,"9,108万G",,2020-12-03
妖怪ウォッチ メダルウォーズ,2019/07,306万G,,2020-12-03
妖怪ウォッチ メダルウォーズ,2020/03,17万G,,2020-12-03
ゲシュタルト・オーディン,2018/12,"7,084万G",,2019-09-26
ゲシュタルト・オーディン,2018/11,1.04億G,,2019-09-26
ゲシュタルト・オーディン,2018/10,"1,617万G",,2019-09-26
ゲシュタルト・オーディン,2019/07,632万G,,2019-09-26
ゲシュタルト・オーディン,2019/06,985万G,,2019-09-26
ゲシュタルト・オーディン,2019/04,"1,896万G",,2019-09-26
ゲシュタルト・オーディン,2019/03,"2,388万G",,2019-09-26
ゲシュタルト・オーディン,2019/02,"1,038万G",,2019-09-26
ゲシュタルト・オーディン,2019/01,"4,898万G",,2019-09-26
少女歌劇 レヴュースタァライト -Re LIVE-,2018/12,2.89億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2018/11,4.68億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2018/10,"5,533万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/12,"9,880万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/11,1.15億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/10,1.33億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/09,"9,945万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/08,1.30億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/07,1.41億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/06,1.47億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/05,"7,056万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/04,"9,351万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/03,1.22億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/02,1.16億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2019/01,2.03億G,GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/12,"7,750万G",GAME RPG ADV,2024-09-30
少女歌劇 レヴュースタァライト -Re LIVE-,2020/11,1.15億G,GAME RPG ADV,2024-09-30
