タイトル,年月,サービス終了日,売上予測（円）
フェアリーテイル 極・魔法乱舞,2019/02,2022/04/28,21090000
フェアリーテイル 極・魔法乱舞,2019/01,2022/04/28,11720000
フェアリーテイル 極・魔法乱舞,2020/12,2022/04/28,35680000
フェアリーテイル 極・魔法乱舞,2020/11,2022/04/28,26960000
フェアリーテイル 極・魔法乱舞,2020/10,2022/04/28,19820000
フェアリーテイル 極・魔法乱舞,2020/09,2022/04/28,24380000
フェアリーテイル 極・魔法乱舞,2020/08,2022/04/28,50640000
フェアリーテイル 極・魔法乱舞,2020/07,2022/04/28,25560000
フェアリーテイル 極・魔法乱舞,2020/06,2022/04/28,21640000
フェアリーテイル 極・魔法乱舞,2020/05,2022/04/28,29920000
フェアリーテイル 極・魔法乱舞,2020/04,2022/04/28,25730000
フェアリーテイル 極・魔法乱舞,2020/03,2022/04/28,17660000
フェアリーテイル 極・魔法乱舞,2020/02,2022/04/28,21970000
フェアリーテイル 極・魔法乱舞,2020/01,2022/04/28,36260000
フェアリーテイル 極・魔法乱舞,2021/12,2022/04/28,37200000
フェアリーテイル 極・魔法乱舞,2021/11,2022/04/28,25750000
フェアリーテイル 極・魔法乱舞,2021/10,2022/04/28,34590000
フェアリーテイル 極・魔法乱舞,2021/09,2022/04/28,2610000
フェアリーテイル 極・魔法乱舞,2021/08,2022/04/28,36760000
フェアリーテイル 極・魔法乱舞,2021/07,2022/04/28,37050000
フェアリーテイル 極・魔法乱舞,2021/06,2022/04/28,27350000
フェアリーテイル 極・魔法乱舞,2021/05,2022/04/28,45650000
フェアリーテイル 極・魔法乱舞,2021/04,2022/04/28,25790000
フェアリーテイル 極・魔法乱舞,2021/03,2022/04/28,32780000
フェアリーテイル 極・魔法乱舞,2021/02,2022/04/28,30990000
フェアリーテイル 極・魔法乱舞,2021/01,2022/04/28,18380000
フェアリーテイル 極・魔法乱舞,2022/02,2022/04/28,15120000
フェアリーテイル 極・魔法乱舞,2022/01,2022/04/28,30510000
12オーディンズ - 王道RPG,2018/04,2018/10/31,1930000
12オーディンズ - 王道RPG,2018/03,2018/10/31,1700000
12オーディンズ - 王道RPG,2018/02,2018/10/31,3280000
12オーディンズ - 王道RPG,2018/01,2018/10/31,12850000
ラストピリオド - 終わりなき螺旋の物語 -,2018/12,2022/12/27,88070000
ラストピリオド - 終わりなき螺旋の物語 -,2018/11,2022/12/27,112000000
ラストピリオド - 終わりなき螺旋の物語 -,2018/10,2022/12/27,120000000
ラストピリオド - 終わりなき螺旋の物語 -,2018/09,2022/12/27,68240000
ラストピリオド - 終わりなき螺旋の物語 -,2018/08,2022/12/27,96440000
ラストピリオド - 終わりなき螺旋の物語 -,2018/07,2022/12/27,92610000
ラストピリオド - 終わりなき螺旋の物語 -,2018/06,2022/12/27,98740000
ラストピリオド - 終わりなき螺旋の物語 -,2018/05,2022/12/27,238000000
ラストピリオド - 終わりなき螺旋の物語 -,2018/04,2022/12/27,127000000
ラストピリオド - 終わりなき螺旋の物語 -,2018/03,2022/12/27,94390000
ラストピリオド - 終わりなき螺旋の物語 -,2018/02,2022/12/27,107000000
ラストピリオド - 終わりなき螺旋の物語 -,2018/01,2022/12/27,189000000
ラストピリオド - 終わりなき螺旋の物語 -,2019/12,2022/12/27,39510000
ラストピリオド - 終わりなき螺旋の物語 -,2019/11,2022/12/27,56720000
ラストピリオド - 終わりなき螺旋の物語 -,2019/10,2022/12/27,94510000
ラストピリオド - 終わりなき螺旋の物語 -,2019/09,2022/12/27,70360000
ラストピリオド - 終わりなき螺旋の物語 -,2019/08,2022/12/27,105000000
ラストピリオド - 終わりなき螺旋の物語 -,2019/07,2022/12/27,50970000
ラストピリオド - 終わりなき螺旋の物語 -,2019/06,2022/12/27,67120000
ラストピリオド - 終わりなき螺旋の物語 -,2019/05,2022/12/27,154000000
ラストピリオド - 終わりなき螺旋の物語 -,2019/04,2022/12/27,61830000
ラストピリオド - 終わりなき螺旋の物語 -,2019/03,2022/12/27,71180000
ラストピリオド - 終わりなき螺旋の物語 -,2019/02,2022/12/27,78160000
ラストピリオド - 終わりなき螺旋の物語 -,2019/01,2022/12/27,61560000
ラストピリオド - 終わりなき螺旋の物語 -,2020/12,2022/12/27,38110000
ラストピリオド - 終わりなき螺旋の物語 -,2020/11,2022/12/27,39220000
ラストピリオド - 終わりなき螺旋の物語 -,2020/10,2022/12/27,100000000
ラストピリオド - 終わりなき螺旋の物語 -,2020/09,2022/12/27,42080000
ラストピリオド - 終わりなき螺旋の物語 -,2020/08,2022/12/27,85350000
ラストピリオド - 終わりなき螺旋の物語 -,2020/07,2022/12/27,58380000
ラストピリオド - 終わりなき螺旋の物語 -,2020/06,2022/12/27,54010000
ラストピリオド - 終わりなき螺旋の物語 -,2020/05,2022/12/27,128000000
ラストピリオド - 終わりなき螺旋の物語 -,2020/04,2022/12/27,49960000
ラストピリオド - 終わりなき螺旋の物語 -,2020/03,2022/12/27,57140000
ラストピリオド - 終わりなき螺旋の物語 -,2020/02,2022/12/27,31350000
ラストピリオド - 終わりなき螺旋の物語 -,2020/01,2022/12/27,70680000
ラストピリオド - 終わりなき螺旋の物語 -,2021/12,2022/12/27,42010000
ラストピリオド - 終わりなき螺旋の物語 -,2021/11,2022/12/27,44330000
ラストピリオド - 終わりなき螺旋の物語 -,2021/10,2022/12/27,50650000
ラストピリオド - 終わりなき螺旋の物語 -,2021/09,2022/12/27,33240000
ラストピリオド - 終わりなき螺旋の物語 -,2021/08,2022/12/27,54440000
ラストピリオド - 終わりなき螺旋の物語 -,2021/07,2022/12/27,50870000
ラストピリオド - 終わりなき螺旋の物語 -,2021/06,2022/12/27,46780000
ラストピリオド - 終わりなき螺旋の物語 -,2021/05,2022/12/27,82200000
ラストピリオド - 終わりなき螺旋の物語 -,2021/04,2022/12/27,47180000
ラストピリオド - 終わりなき螺旋の物語 -,2021/03,2022/12/27,44580000
ラストピリオド - 終わりなき螺旋の物語 -,2021/02,2022/12/27,55660000
ラストピリオド - 終わりなき螺旋の物語 -,2021/01,2022/12/27,43610000
ラストピリオド - 終わりなき螺旋の物語 -,2022/09,2022/12/27,12550000
ラストピリオド - 終わりなき螺旋の物語 -,2022/08,2022/12/27,35970000
ラストピリオド - 終わりなき螺旋の物語 -,2022/07,2022/12/27,46480000
ラストピリオド - 終わりなき螺旋の物語 -,2022/06,2022/12/27,48740000
ラストピリオド - 終わりなき螺旋の物語 -,2022/05,2022/12/27,86420000
ラストピリオド - 終わりなき螺旋の物語 -,2022/04,2022/12/27,40490000
ラストピリオド - 終わりなき螺旋の物語 -,2022/03,2022/12/27,79110000
ラストピリオド - 終わりなき螺旋の物語 -,2022/02,2022/12/27,55700000
ラストピリオド - 終わりなき螺旋の物語 -,2022/01,2022/12/27,76570000
聖闘士星矢 ゾディアック ブレイブ,2018/12,2022/07/28,220000000
聖闘士星矢 ゾディアック ブレイブ,2018/11,2022/07/28,240000000
聖闘士星矢 ゾディアック ブレイブ,2018/10,2022/07/28,205000000
聖闘士星矢 ゾディアック ブレイブ,2018/09,2022/07/28,190000000
聖闘士星矢 ゾディアック ブレイブ,2018/08,2022/07/28,226000000
聖闘士星矢 ゾディアック ブレイブ,2018/07,2022/07/28,212000000
聖闘士星矢 ゾディアック ブレイブ,2018/06,2022/07/28,229000000
聖闘士星矢 ゾディアック ブレイブ,2018/05,2022/07/28,246000000
聖闘士星矢 ゾディアック ブレイブ,2018/04,2022/07/28,226000000
聖闘士星矢 ゾディアック ブレイブ,2018/03,2022/07/28,234000000
聖闘士星矢 ゾディアック ブレイブ,2018/02,2022/07/28,195000000
聖闘士星矢 ゾディアック ブレイブ,2018/01,2022/07/28,270000000
聖闘士星矢 ゾディアック ブレイブ,2019/12,2022/07/28,189000000
聖闘士星矢 ゾディアック ブレイブ,2019/11,2022/07/28,207000000
聖闘士星矢 ゾディアック ブレイブ,2019/10,2022/07/28,149000000
聖闘士星矢 ゾディアック ブレイブ,2019/09,2022/07/28,155000000
聖闘士星矢 ゾディアック ブレイブ,2019/08,2022/07/28,194000000
聖闘士星矢 ゾディアック ブレイブ,2019/07,2022/07/28,154000000
聖闘士星矢 ゾディアック ブレイブ,2019/06,2022/07/28,162000000
聖闘士星矢 ゾディアック ブレイブ,2019/05,2022/07/28,214000000
聖闘士星矢 ゾディアック ブレイブ,2019/04,2022/07/28,192000000
聖闘士星矢 ゾディアック ブレイブ,2019/03,2022/07/28,204000000
聖闘士星矢 ゾディアック ブレイブ,2019/02,2022/07/28,180000000
聖闘士星矢 ゾディアック ブレイブ,2019/01,2022/07/28,206000000
聖闘士星矢 ゾディアック ブレイブ,2020/12,2022/07/28,101000000
聖闘士星矢 ゾディアック ブレイブ,2020/11,2022/07/28,84420000
聖闘士星矢 ゾディアック ブレイブ,2020/10,2022/07/28,68210000
聖闘士星矢 ゾディアック ブレイブ,2020/09,2022/07/28,96840000
聖闘士星矢 ゾディアック ブレイブ,2020/08,2022/07/28,114000000
聖闘士星矢 ゾディアック ブレイブ,2020/07,2022/07/28,107000000
聖闘士星矢 ゾディアック ブレイブ,2020/06,2022/07/28,179000000
聖闘士星矢 ゾディアック ブレイブ,2020/05,2022/07/28,142000000
聖闘士星矢 ゾディアック ブレイブ,2020/04,2022/07/28,172000000
聖闘士星矢 ゾディアック ブレイブ,2020/03,2022/07/28,163000000
聖闘士星矢 ゾディアック ブレイブ,2020/02,2022/07/28,162000000
聖闘士星矢 ゾディアック ブレイブ,2020/01,2022/07/28,165000000
聖闘士星矢 ゾディアック ブレイブ,2021/12,2022/07/28,97190000
聖闘士星矢 ゾディアック ブレイブ,2021/11,2022/07/28,77610000
聖闘士星矢 ゾディアック ブレイブ,2021/10,2022/07/28,104000000
聖闘士星矢 ゾディアック ブレイブ,2021/09,2022/07/28,96800000
聖闘士星矢 ゾディアック ブレイブ,2021/08,2022/07/28,88700000
聖闘士星矢 ゾディアック ブレイブ,2021/07,2022/07/28,74820000
聖闘士星矢 ゾディアック ブレイブ,2021/06,2022/07/28,75190000
聖闘士星矢 ゾディアック ブレイブ,2021/05,2022/07/28,83880000
聖闘士星矢 ゾディアック ブレイブ,2021/04,2022/07/28,107000000
聖闘士星矢 ゾディアック ブレイブ,2021/03,2022/07/28,97790000
聖闘士星矢 ゾディアック ブレイブ,2021/02,2022/07/28,84160000
聖闘士星矢 ゾディアック ブレイブ,2021/01,2022/07/28,85790000
聖闘士星矢 ゾディアック ブレイブ,2022/06,2022/07/28,1690000
聖闘士星矢 ゾディアック ブレイブ,2022/05,2022/07/28,54710000
聖闘士星矢 ゾディアック ブレイブ,2022/04,2022/07/28,79420000
聖闘士星矢 ゾディアック ブレイブ,2022/03,2022/07/28,93530000
聖闘士星矢 ゾディアック ブレイブ,2022/02,2022/07/28,69910000
聖闘士星矢 ゾディアック ブレイブ,2022/01,2022/07/28,85560000
ブレイブファンタジア,2019/10,2021/01/26,40000
ブレイブファンタジア,2019/08,2021/01/26,140000
ブレイブファンタジア,2019/07,2021/01/26,30000
ブレイブファンタジア,2020/04,2021/01/26,230000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/12,2022/10/02,32850000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/11,2022/10/02,1760000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/10,2022/10/02,27630000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/09,2022/10/02,1620000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/08,2022/10/02,3290000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/07,2022/10/02,9980000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/06,2022/10/02,11630000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/05,2022/10/02,29510000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/04,2022/10/02,36720000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/03,2022/10/02,40640000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/02,2022/10/02,39870000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2018/01,2022/10/02,5040000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/12,2022/10/02,8120000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/11,2022/10/02,8730000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/10,2022/10/02,9610000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/09,2022/10/02,12400000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/08,2022/10/02,7910000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/07,2022/10/02,16850000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/06,2022/10/02,15100000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/05,2022/10/02,14010000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/04,2022/10/02,8390000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/03,2022/10/02,16460000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/02,2022/10/02,1700000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2019/01,2022/10/02,1890000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/12,2022/10/02,2880000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/11,2022/10/02,7110000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/10,2022/10/02,7260000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/09,2022/10/02,3430000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/08,2022/10/02,5690000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/07,2022/10/02,3910000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/06,2022/10/02,7030000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/05,2022/10/02,15860000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/04,2022/10/02,10620000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/03,2022/10/02,10130000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/02,2022/10/02,5680000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2020/01,2022/10/02,3870000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2021/12,2022/10/02,21690000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2021/11,2022/10/02,21360000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2021/10,2022/10/02,25370000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2021/09,2022/10/02,760000
新発売　おそ松さんのへそくりウォーズ　〜ニートの攻防〜,2021/08,2022/10/02,13420000
